no,text
1306,"【✈一張畫拉進了我們的距離】
小潔有感最近的地震頻繁，相信大家都還好。
在日本福岡機場的登機門前，置放萌可愛的一張畫，讓小潔感受到我們的距離非常近，和大家分享😄
#EVAAir #EVAFanPhoto @Jismy Hsiang"
1307,"【#好康報報 買張機票遊日本✈日本東京免費住一晚！】
玩瘋東京就在春日正好的季節出發，準備買張機票去東京購物～✈
這次小潔也要報好康給您知，讓您玩東京玩的開心、買的開心！
即日起至5月19日23:59止，只需公開分享PO文，標註好友並寫下“@EVA 快去準備！我們一起去日本東京住 ＲＯＹＡＬ ＰＡＲＫ ＨＯＴＥＬＳ.”，即有機會抽中皇家花園飯店 THE 汐留一日住宿招待券！ (住宿券一人中獎，兩人同行免費住宿乙晚)。… More
官方網站：皇家花園飯店 THE 汐留→http://www.rph-the.co.jp/shiodome/
沒抽中也不要擔心，還有以下飯店的獨家特別優惠報您知！！！
🎁即日起至2016年7月15日止在飯店內之特色餐廳「HARMONY」消費並提示出本文章之圖片，即可享有免費飲品1杯的服務喔！
(飲品內容:啤酒,白酒,紅酒,不含酒精之飲料 其中擇一)
👉活動規範:
⚪活動將於5月20日抽出1位幸運得主並當日公告於Facebook粉絲頁，住宿券不提供得獎者挑選、轉讓、指定或更換。
⚪住宿券使用規則: 2016年5月23日(一)至2016年7月15日(五)止 / 標準雙人房(兩小床) / 免費住宿一晚 / 兩人使用。
⚪得獎者須提供小潔搭乘長榮航空2016年5月23日至2016年7月15日出發至日本航線的機票票號。
⚪得獎者須提供本人及一位同行旅客護照姓名、聯絡方式及入住日期。
⚪任何住宿日期變更及取消，得獎者須直接與「皇家花園飯店THE 汐留」聯繫
⚪嚴禁發表與主題無關或涉及暴力、色情、毀謗等違反善良風俗之照片內容，長榮航空保留最終審核權。如不符合相關規定，長榮航空得不經通知有權取消參加本活動資格。"
1308,"【#長榮心情 ~您的飛行旅程，準備好了嗎？】
夏季線上旅展，超過60條航線優惠，完美旅程就從 #搭乘長榮航空 開始
三萬英呎高空，淺酌一杯香檳
是飛行旅程中十分愜意的享受～✈
星期五，假期啟動！
立馬邀請您的親朋好友，一同規劃飛行旅程的樂趣！
👉夏季線上旅展：http://goo.gl/5HWzDM
※未滿十八歲🔞禁止飲酒，飲酒不宜過量！
#EVAAir #EVAFanPhoto @Anna Chang"
1309,"【買張機票遊日本✈日本東京免費住一晚！ ~活動得獎公布】
春日櫻花飄阿飄，買張機票去日本住一晚～🌸🌸🌸
在大家熱情的揪人分享之下，活動熱熱鬧鬧的圓滿結束，今天經由長榮航空抽獎系統抽出1位幸運的得獎者，小潔要恭喜她~~😄
🌸皇家花園飯店 THE 羽田-得獎者: ✨ 佈簡單 https://goo.gl/BamW5K ✨
接下來，請幸運的得獎者，於2016/5/19日前，以私訊方式提供：
🐾… More 2016年5月16日~2016年7月15日期間搭乘長榮前往日本的機票票號。
🐾 住宿券寄送地址、收件人姓名、電話。
🐾 提供本人及一位同行旅客護照姓名、聯絡方式及入住日期。
🐾 小潔確認機票票號無誤後，會立即為您寄送住宿券，千萬不要放棄這麼好的機會喔！
🐾 活動規範請參考：https://goo.gl/BCnICO"
1310,"【長榮航空節能減碳的行動】
小潔覺得現在的地球，變熱的速度正在加快，全球氣候有乾旱、炎熱以及海面上升等等的變化。
因此小潔想起長榮航空企劃室的Jack哥，曾經和小潔說過，公司在2006年成立節油減碳委員會，主要以不斷推動各項節油措施，透過推動各項溫室氣體減量技術作為，逐步推廣溫室氣體減量相關理念，為國家航空體系溫室氣體減量工作貢獻一份心力。
✈長榮航空積極推動各項節油減碳有四種項目：
♥… More最佳化飛行計畫：長榮航空精準的飛行計畫系統，根據最佳化的航路與空層選定與演算出最環保的載油量。
♥飛航操作程序調整：飛行員除了依飛行計劃及標準作業程序執行航機操作外，在航管許可情況下，鼓勵飛行員於飛行過程中主動積極向航管要求最佳的航機飛行高度，以發揮航機最佳的性能表現，甚至請求使用航路捷徑，縮短航機飛行距離。
♥優化航機飛行航路：定期檢視最新公告航路資訊，選擇最佳的飛行航路，提升飛行效率。
♥航機性能及航線用油監控：定期追蹤每架航機性能趨勢以及監控各航線用油狀況，依實際需要調整計劃油量，避免額外油量裝載。
2015年更成立永續環境推進小組委員會，通盤檢討燃油政策，提高內部員工的節油共識，強化地勤及維修人員的教育訓練和飛行員操作航機的飛航技巧，長榮航空期許能為地球盡一份心，後代子孫能有更好的生活品質。
更多詳情，請參見長榮航空企業社會責任報告書：
http://www.evacsr.com/pages/default.aspx
#長榮航空與大家一同航向更美好的未來"
1311,"翻開結婚照，是想起來都會笑的甜蜜回憶❤
一起旅行，一起在每一個城市留下我們的足跡
每個時刻只要有你在，到哪都是浪漫的風景
親愛的，讓我們再一次私奔遠行吧！
現在只要到食尚玩家FB活動頁➡✨ https://goo.gl/Mxd0Th ✨ 曬曬結婚照
就有機會抽中夢幻好康旅遊大獎－地中海豪華郵輪雙人之旅！
✈看更多魅力歐洲旅遊產品介紹 http://goo.gl/qyu5s8
食尚玩家
May 12, 2016 at 3:00 AM ·
【結婚照募集❤抽地中海郵輪雙人之旅】
親愛的，謝謝你當年的勇氣，從此我們有了幸福的家，讓我們再一次私奔去~
在愛琴海沙灘慵懶、享受在歐洲的血拚、在頂級遊輪內奢華享受、一起在神秘國度冒險‧‧‧‧‧
❤❤❤活動網址：https://goo.gl/Mxd0Th
❤活動辦法
活動期間於 #活動頁面(https://goo.gl/Mxd0Th)#上傳結婚照… More，寫下指定內容文字，附上想去的魅力歐洲團體旅遊行程網址並分享貼文，即可參加抽獎，#中獎者得以與另一半共同享受歐洲私奔之旅 (照片不能上傳在這篇貼文底下，要點進去參加哦!)
❤活動時間
5/12(四)11:00-5/26(四)23:59
❤活動步驟
👉 Step1：準備你要分享的結婚照
👉 Step2：照片上傳時寫下
因為與(tag另一半臉書帳號)在(結婚西元年)的承諾，我的一生從此不同；
讓我們再私奔一次吧！好想去(團體行程名)+(魅力歐洲團體旅遊產品頁面網址)。
舉例：
因為與王大明在1980年的承諾，我的一生從此不同；
#讓我們再私奔一次吧！好想去浪漫愛琴海郵輪之旅 http://goo.gl/7r9934
👉 Step3：分享貼文至塗鴉牆，貼文須設定公開
❤魅力歐洲團體旅遊行程名稱與頁面網址
浪漫愛琴海郵輪之旅 http://goo.gl/7r9934
地中海五國郵輪之旅 http://goo.gl/tjbI5C
邂逅藍與白希臘之旅 http://goo.gl/Q1Yppo
土希雙國愛琴海之旅 http://goo.gl/AWkpWZ
歐洲四國遊船之旅 http://goo.gl/9whPx4
歐亞神秘古文明之旅 http://goo.gl/VVFDih
卡帕多奇亞驚奇之旅 http://goo.gl/h0pDu8
❤活動獎品
歐洲私奔之旅--魅力歐洲團體旅遊行程七選一，以po文中選擇的行程為中獎獎品，一人中獎夫婦同行，共送出2組。
❤得獎公布：5/30(一)於食尚玩家粉絲團公布"
1312,"【#好康報報 ~免稅品網路預購✈機上取貨】
買完機票以後，就來上免稅品預購網挑選精美好物！
長榮航空機上免稅品預購網及EVA SKY SHOP APP，只要在搭機前15天到24小時，透過免稅品預購網或APP預訂並線上付款，就能在搭機時將商品送到您面前。
🎉免稅品預購網站也會不定期推出預購限定商品及各項優惠活動，希望讓您方便買、簡單選、更優惠！
🎁網路預購、機上取貨：
免稅品預購網➡http://goo.gl/RRU9Bw
🎁EVA SKY SHOP APP：
iOS➡https://goo.gl/ctscbJ
Android➡https://goo.gl/3w6Xkv"
1313,"""聆聽""
歡迎 #搭乘長榮航空 ✈
分享您的想法，我們隨時準備為您提供協助
#EVAAir #EVAFanPhoto @James Hu"
1314,"【#好康報報 買張機票遊日本✈日本東京免費住一晚！】
春日櫻花飄阿飄，買張機票去日本住一晚～🌸🌸🌸
買完日本機票大家會為住哪邊而煩惱嗎? 小潔好康報您知！
即日起至5月12日23:59止，公開分享本文，標註好友並寫下
『@EVA 快去準備！我們一起去日本東京住 ＲＯＹＡＬ ＰＡＲＫ ＨＯＴＥＬＳ.』。
即有機會抽中東京「皇家花園飯店 THE 羽田」的一日住宿招待券！ (住宿券一人中獎，兩人同行免費住宿一晚)。
… More 皇家花園飯店 THE 羽田官方網站：
http://www.rph-the.co.jp/haneda/
👉活動規範:
⚪活動將於5月13日抽出1位幸運得主並當日公告於Facebook粉絲頁，住宿券不提供得獎者挑選、轉讓、指定或更換。
⚪住宿券使用規則: 2016年5月16日(一)至2016年7月15日(五)止 /高級雙人房(兩小床) / 免費住宿一晚 / 兩人使用。
⚪得獎者須提供小潔搭乘長榮航空2016年5月16日至2016年7月15日出發至日本航線的機票票號。
⚪得獎者須提供本人及一位同行旅客護照姓名、聯絡方式及入住日期。
⚪任何住宿日期變更及取消，得獎者須直接與皇家花園飯店 THE 羽田聯繫。
⚪嚴禁發表與主題無關或涉及暴力、色情、毀謗等違反善良風俗之照片內容，長榮航空保有最終修改權益。如不符合相關規定，長榮航空得不經通知有權取消參加本活動資格。"
1315,"『母親節』
今天是按『溫馨』的日子
您按了嗎？
#EVAAir #EVAFanPhoto @Eric Pao"
1316,"【長榮航空台北-芝加哥航線即將開航】
在這裡擁有全世界最美的天際線
您準備好要探索它了嗎？
※長榮航空自11月2日開始，提供每週共四班往返芝加哥，讓往返北美的旅客有更便利的選擇。
✈台北-芝加哥航線即日起開放訂位購票：http://goo.gl/oE4fT9
#EVAAir #Chicago #ORD #芝加哥 #BR56 #BR55"
1317,"【#長榮大解密 ~一架飛機會有幾位飛航員執行任務？】
小潔前次詢問大家，飛機上的駕駛座，正副機師都坐哪兒呢？
📢答案是左邊為正機師，右邊則為副機師。
或許大家會認為一架飛機只有兩位飛航員執行飛航任務，基本上，配置幾位飛航員會因為：長短航程、飛航時間、特殊航線、航程天氣等因素決定，一般短程會配置正、副機師各一名。如果航程較長，會依照飛行時數配置3~4名機師，以便分擔飛航任務的工作，也能輪流休息，更確保飛航任務能順利執行。
✈正副機師坐哪兒？
👉https://goo.gl/Xrb6Wz
#EVAAir #飛航員 #Pilot"
1318,"【#地勤的眼界 ~🌸夢幻花樂園🌸】
紫藤花滿天，朵朵紫中帶點藍，來去足利賞花趣～✈
五月初的日本，處處都能感受到花的氣息，今天小潔要跟大家分享日本賞花的好去處😃
👉日本栃木縣足利市『足利公園』
五月晚春盛夏，走進足利公園，此時是紫藤盛開的季節，在這兒能見到最夢幻美麗的紫色花瀑，以及浪漫優雅的白色花瀑，更有其他五顏六色的花兒圍繞在身旁，就像來到花的樂園。
傍晚之後，花園就像放入魔法，燈光下的紫藤，將會驚豔賞花人的視覺，美的更有層次。
#EVAAir #EVAFanPhoto @Andy Chen
#JapanTravel #紫藤花 #日本足利 #足利公園"
1319,
1320,"【為提供更安全的網路服務環境，長榮航空全球資訊網將於2016/5/4起，不支援IE8(含)以前瀏覽器版本】
長榮航空全球資訊網安全更新，自2016年5月4日起，將不支援Internet Explorer 8.0(含) 以前舊版瀏覽器版本。
若您使用本網站不支援的瀏覽器版本，將無法線上購買機票，也無法享有完整的網站操作體驗。
建議旅客升級到最新的瀏覽器版本，以獲得更安全、更好的瀏覽體驗。
✈詳情請見長榮航空官方網站：
https://goo.gl/fcQbQs"
1321,"【5/3搶訂！】邀您一同見證翱翔台灣天際的MD-90客機功成身退
乘載立榮與長榮航空千萬名國內外旅客，完成不計其數飛航任務的MD-90型客機，即將於6月1日12:20由金門機場起飛，完成金門→松山飛航任務後，光榮除役。
✈獻給每位搭乘MD-90型客機的旅客：
不管您來自何處
讓我們記得
那細長的外型
平靜的機翼
以及與MD-90飛行旅程的記憶😊
立榮航空誠摯邀請您共乘，與MD-90型客機一同執行此趟完美任務！
✨5月3日早上9點將於立榮官網開賣！
立榮航空官網：https://goo.gl/F8Sldh"
1322,"Hello Kitty的魅力就算是樂高先生也無法抵擋！
盡管天氣還下著雨，樂高先生也要來拍攝Hello Kitty彩繪機的萌模樣～
貼心的粉絲也特別為樂高先生製作一件雨衣，希望樂高先生能開開心心的拍飛機😃
#EVAAir #BR191 #EVAFanPhoto @康恩齊"
1323,"詠然、皓晴搭乘Hello Kitty牽手機
準備赴歐洲馬德里參賽
一路上有Hello Kitty及三麗鷗家族們手牽手，牽出加油的祝福～✈
小潔邀請大家一同來為詠然、皓晴加油！
#EVAAir #HelloKitty牽手機 詹詠然~Yung-Jan Chan 詹皓晴 Hao-Ching Chan
詹詠然 Latisha Chan
April 27, 2016 at 3:28 PM ·
又到了起飛時間✈️
今天的飛機多了好多可愛的好朋友～陪我到歐洲迎接紅土賽季！
Travel time!!!
With my favorite EVA Airways Corp. 長榮航空"
1324,"【#瘋玩宿霧才是玩咖 看得到吃不到的巧克力山】
奇幻的巧克力山(Chocolate Hills)由1260座以上的山丘組成，在5月乾季時，山頭上的綠色植被會轉為褐色，看起來就像一顆顆散落的巧克力，因此有了這個可愛的名字。
巧克力山還有個浪漫的傳說，相傳一個巨人愛上了平凡的鄉村女孩，在女孩過世之後，巨人哭得很傷心，於是眼淚化成一座座的小山丘…
不論是像美味的巧克力，還是浪漫的傳說，都為巧克力山增添了神秘的色彩，馬上出發宿霧，一窺這奇幻的世界奇景吧！
去別人沒去過、玩別人沒玩過的～
長榮航空每週七班，天天直飛宿霧，揪了就走！
✈更多航班資訊： http://goo.gl/RF6jJ9
#EVAAir #宿霧CEBU"
